Task ID,Task Name,BIM Elements,Recipe Name,Operation Name,Element Name,Element ID,Crew Type,Number of Crews,Workforce,Start Date,End Date,Duration (Working),Duration (Calendar),Predecessors,Labor Hours Budgeted,Latest Start,Latest End,Critical,Free Slack (hrs),Total Slack (hrs),Driving Task(s),Driving Constraint Type(s),Subcontractor,Trade,Crane,Excavator,Rebar,Concrete Pump,Concrete,Concrete R,Slab Formwork Sets,PR: colform,PR: hoursperday,Property: zone,Property: building,Property: element_alice_type,Property: element_family_and_type,Property: Qtty_Duct,Property: Qtty_piping,Cost: Total Direct,Cost: Hourly Crew,Cost: Hourly Equipment,Cost: Labor,Cost: Equipment,Cost: Material,Schedule Name
A611478012,Pour Concrete [PO_A_L0_Stair 1],,Concrete Stair,Pour Concrete,PO_A_L0_Stair 1,48c95018-92ec-4229-bcd2-e3db2d8684f0,C_Concrete Crew,1,3,10/28/2021 9:00,10/28/2021 17:00,8,8,A303112366,24,12/1/2021,12/1/2021,No,0,192,A303112366,Precedence,Concrete Sub,Concrete Sub,,0,0,1,323.1687964,323.1687964,0,,,,,,,,,8177.42838,300,500,2400,4000,1777.42838,1 Crew  and Equipment each
A1256787426,Cure [PO_A_L0_Stair 1],,Concrete Stair,Cure,PO_A_L0_Stair 1,48c95018-92ec-4229-bcd2-e3db2d8684f0,,0,0,10/28/2021 17:00,10/31/2021 17:00,72,72,A611478012FaS,0,8/22/2022,8/25/2022,No,16,7144,A611478012,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A294060315,Gas Piping [B2_A_L3_Interior],,Interior Work Hospital,Gas Piping,B2_A_L3_Interior,d51b60ad-9030-42de-8722-c98d1f376d1a,I_Plumbing Crew,1,3,10/29/2021 9:00,11/2/2021 17:00,24,104,A578272716,72,12/16/2021,12/20/2021,No,0,272,"A399692133, A578272716","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1902252431,Strip Forms [B1_C_L3_Stair],,Concrete Stair,Strip Forms,B1_C_L3_Stair,3777b2ca-a253-4a4a-bee6-3a6ca8f10c3b,C_Carpenter Crew,1,3,10/29/2021 9:00,10/29/2021 17:00,8,8,A1454375149,24,8/24/2022,8/24/2022,No,0,1704,,,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1353130866,Layout & Top Track [B2_C_L4_Interior],,Interior Work Hospital,Layout & Top Track,B2_C_L4_Interior,b7cf7b88-e1a8-49d4-8c26-e5a36487faf0,I_Carpenter Crew,1,3,10/29/2021 9:00,11/2/2021 17:00,24,104,,72,10/29/2021,11/2/2021,Yes,0,0,A578272716,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1704664708,Strip Forms [PO_A_L0_Stair 1],,Concrete Stair,Strip Forms,PO_A_L0_Stair 1,48c95018-92ec-4229-bcd2-e3db2d8684f0,C_Carpenter Crew,1,3,11/1/2021 9:00,11/1/2021 17:00,8,8,A1256787426,24,8/25/2022,8/25/2022,No,16,1704,A1902252431,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1129338025,Install Ductwork [B2_A_L5_Interior],,Interior Work Hospital,Install Ductwork,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_HVAC Crew,1,3,11/1/2021 9:00,11/11/2021 17:00,72,248,A822584780,216,11/5/2021,11/17/2021,No,0,32,A1958703201,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,400,0,28800,0,0,1 Crew  and Equipment each
A24814563,Interior Framing [B2_A_L4_Interior],,Interior Work Hospital,Interior Framing,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Carpenter Crew,1,3,11/3/2021 9:00,11/12/2021 17:00,64,224,"A1367737555,A1958703201,A872095615",192,11/3/2021,11/12/2021,Yes,0,0,A1353130866,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,400,0,25600,0,0,1 Crew  and Equipment each
A1915874475,Pour Concrete [B2_B_L7_FLoor],,Concrete Slabs (Typical),Pour Concrete,B2_B_L7_FLoor,5b1ee5e5-96db-4185-9343-0a35cff70106,C_Concrete Crew,1,3,11/3/2021 9:00,11/3/2021 17:00,8,8,A290968808,24,12/2/2021,12/2/2021,No,0,168,A290968808,Precedence,Concrete Sub,Concrete Sub,,0,0,1,11404.22147,11404.22147,0,,,,,B2,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,69123.21806,300,500,2400,4000,62723.21806,1 Crew  and Equipment each
A338519269,Rebar [PO_A_L0_Floor],,SOG,Rebar,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Steel Crew,1,3,11/3/2021 9:00,11/8/2021 17:00,32,128,A409968118,96,6/27/2022,6/30/2022,No,0,1344,A290968808,Crew,Concrete Sub,Concrete Sub,,0,168051.1576,0,0,0,0,,,,,,,,,197817.2965,300,0,9600,0,188217.2965,1 Crew  and Equipment each
A1068918465,Gas Piping [B2_C_L4_Interior],,Interior Work Hospital,Gas Piping,B2_C_L4_Interior,b7cf7b88-e1a8-49d4-8c26-e5a36487faf0,I_Plumbing Crew,1,3,11/3/2021 9:00,11/5/2021 17:00,24,56,A1353130866,72,12/21/2021,12/23/2021,No,40,272,"A1353130866, A294060315","Precedence, Crew",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1943606452,Cure [B2_B_L7_FLoor],,Concrete Slabs (Typical),Cure,B2_B_L7_FLoor,5b1ee5e5-96db-4185-9343-0a35cff70106,,0,0,11/3/2021 17:00,11/6/2021 17:00,72,72,A1915874475FaS,0,8/27/2022,8/30/2022,No,40,7120,A1915874475,Precedence,,,,0,0,0,0,0,0,,,,,B2,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,0,0,0,0,0,0,1 Crew  and Equipment each
A1413398909,Set Up Forms [B2_B_L6_Stair],,Concrete Stair,Set Up Forms,B2_B_L6_Stair,7698f9bd-523c-45d0-8ef8-63b51921684d,C_Carpenter Crew,1,3,11/4/2021 9:00,11/5/2021 17:00,16,32,,48,8/26/2022,8/29/2022,No,0,1688,A1915874475,Precedence,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A1128923219,Install Curtain Panels [B2_B_L6_Facade],,Facade Panel - Type B,Install Curtain Panels,B2_B_L6_Facade,74dac373-4bb4-455f-aff8-669e14789134,Facade Crew,1,3,11/4/2021 9:00,11/8/2021 17:00,24,104,A1128923219SS,72,12/3/2021,12/7/2021,No,0,168,A1915874475,Precedence,Facade Sub,Arc,Crane A,0,0,0,0,0,0,,,,,,,,,12000,300,0,7200,4800,0,1 Crew  and Equipment each
A2132972168,Strip Forms [B2_B_L7_FLoor],,Concrete Slabs (Typical),Strip Forms,B2_B_L7_FLoor,5b1ee5e5-96db-4185-9343-0a35cff70106,C_Carpenter Crew,1,3,11/8/2021 9:00,11/8/2021 17:00,8,8,A1943606452,24,8/30/2022,8/30/2022,No,0,1688,A1413398909,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,-1,,,,,B2,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A107949182,Dismantle [B2_East_Mast Climber],,Mast Climbers,Dismantle,B2_East_Mast Climber,768b65c6-d890-46cc-b688-e8414ed50dec,,0,0,11/8/2021 17:00,11/9/2021 1:00,8,8,A1254695993,0,11/1/2022,11/1/2022,No,8584,8584,A1128923219,Precedence,,,,0,0,0,0,0,0,,,Unknown,Unknown,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A710032087,Dismantle Crane [Crane_TCA],,Tower Cranes,Dismantle Crane,Crane_TCA,7c81a9ee-1a16-44a1-85fa-5406b4fe1764,,0,0,11/8/2021 17:00,11/9/2021 1:00,8,8,A1497809276,0,11/1/2022,11/1/2022,No,8584,8584,A2132972168,Precedence,,,,0,0,0,0,0,0,,,Unknown,Unknown,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A491095634,Form Slab Edges [PO_A_L0_Floor],,SOG,Form Slab Edges,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Carpenter Crew,1,3,11/9/2021 9:00,11/9/2021 17:00,8,8,A338519269,24,8/31/2022,8/31/2022,No,0,1688,"A338519269, A2132972168","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1258112067,Sprinklers [B2_A_L2_Interior],,Interior Work Hospital,Sprinklers,B2_A_L2_Interior,3d46fa35-f3fe-4be0-92aa-e0355430784f,I_Fire Crew,1,3,11/9/2021 9:00,11/19/2021 17:00,72,248,A2037966408,216,11/9/2021,11/19/2021,Yes,0,0,A42730439,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,400,0,28800,0,0,1 Crew  and Equipment each
A684756844,Install Rebar [B1_C_L6_Stair],,Concrete Stair,Install Rebar,B1_C_L6_Stair,6c5b08bf-cfe6-47e5-b362-ede0184468a1,C_Steel Crew,1,3,11/9/2021 9:00,11/11/2021 17:00,24,56,A405862331,72,7/1/2022,7/5/2022,No,0,1344,A338519269,Crew,Concrete Sub,Concrete Sub,,0,1513.109732,0,0,0,0,,,,,,,,,8894.6829,300,0,7200,0,1694.6829,1 Crew  and Equipment each
A517408188,Pour Concrete Seg. 1 [PO_A_L0_Floor],,SOG,Pour Concrete Seg. 1,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Concrete Crew,1,3,11/10/2021 9:00,11/10/2021 17:00,8,8,A491095634,24,9/1/2022,9/1/2022,No,0,1688,A491095634,Precedence,Concrete Sub,Concrete Sub,,0,0,1,8973.065378,8973.065378,0,,,,,,,,,55751.85958,300,500,2400,4000,49351.85958,1 Crew  and Equipment each
A264167240,Pour Concrete Seg. 3 [PO_A_L0_Floor],,SOG,Pour Concrete Seg. 3,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Concrete Crew,1,3,11/11/2021 9:00,11/11/2021 17:00,8,8,A491095634,24,9/2/2022,9/2/2022,No,0,1688,"A517408188, A517408188, A517408188","Material, Equipment, Crew",Concrete Sub,Concrete Sub,,0,0,1,8973.065378,8973.065378,0,,,,,,,,,55751.85958,300,500,2400,4000,49351.85958,1 Crew  and Equipment each
A1804267833,Strip Slab Edges Seg. 1-2 [PO_A_L0_Floor],,SOG,Strip Slab Edges Seg. 1-2,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Carpenter Crew,1,3,11/11/2021 9:00,11/11/2021 17:00,8,8,A517408188,24,9/6/2022,9/6/2022,No,0,1704,A517408188,Precedence,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A885025961,Install Ductwork [B2_A_L3_Interior],,Interior Work Hospital,Install Ductwork,B2_A_L3_Interior,d51b60ad-9030-42de-8722-c98d1f376d1a,I_HVAC Crew,1,3,11/12/2021 9:00,11/24/2021 17:00,72,296,A578272716,216,11/22/2021,12/2/2021,No,0,48,A1129338025,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,400,0,28800,0,0,1 Crew  and Equipment each
A2084375898,Install Rebar [B1_C_L4_Stair],,Concrete Stair,Install Rebar,B1_C_L4_Stair,c6d8750b-08f8-43b5-97a0-bf113d45951f,C_Steel Crew,1,3,11/12/2021 9:00,11/16/2021 17:00,24,104,A1805481385,72,7/6/2022,7/8/2022,No,0,1344,A684756844,Crew,Concrete Sub,Concrete Sub,,0,1513.109891,0,0,0,0,,,,,,,,,8894.683078,300,0,7200,0,1694.683078,1 Crew  and Equipment each
A1505385989,Strip Slab Edges Seg. 3-2 & 3-4 [PO_A_L0_Floor],,SOG,Strip Slab Edges Seg. 3-2 & 3-4,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Carpenter Crew,1,3,11/12/2021 9:00,11/12/2021 17:00,8,8,A264167240,24,9/7/2022,9/7/2022,No,0,1704,"A1804267833, A264167240","Crew, Precedence",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A993122490,Pour Concrete [B1_C_L6_Stair],,Concrete Stair,Pour Concrete,B1_C_L6_Stair,6c5b08bf-cfe6-47e5-b362-ede0184468a1,C_Concrete Crew,1,3,11/12/2021 9:00,11/12/2021 17:00,8,8,A684756844,24,9/5/2022,9/5/2022,No,0,1688,"A264167240, A684756844, A264167240, A264167240","Crew, Precedence, Material, Equipment",Concrete Sub,Concrete Sub,,0,0,1,323.1690337,323.1690337,0,,,,,,,,,8177.429685,300,500,2400,4000,1777.429685,1 Crew  and Equipment each
A1638431904,Cure [B1_C_L6_Stair],,Concrete Stair,Cure,B1_C_L6_Stair,6c5b08bf-cfe6-47e5-b362-ede0184468a1,,0,0,11/12/2021 17:00,11/15/2021 17:00,72,72,A993122490FaS,0,9/6/2022,9/9/2022,No,16,7144,A993122490,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A406751555,Install Electricals [B2_A_L4_Interior],,Interior Work Hospital,Install Electricals,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Electrical Crew,1,3,11/15/2021 9:00,11/18/2021 17:00,32,80,A24814563,96,3/2/2022,3/7/2022,No,0,616,A24814563,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,400,0,12800,0,0,1 Crew  and Equipment each
A1185243224,Pour Concrete Seg. 2 [PO_A_L0_Floor],,SOG,Pour Concrete Seg. 2,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Concrete Crew,1,3,11/15/2021 9:00,11/15/2021 17:00,8,8,"A1505385989,A1804267833",24,9/8/2022,9/8/2022,No,8,1704,"A993122490, A993122490, A993122490, A1505385989","Equipment, Crew, Material, Precedence",Concrete Sub,Concrete Sub,,0,0,1,8973.065378,8973.065378,0,,,,,,,,,55751.85958,300,500,2400,4000,49351.85958,1 Crew  and Equipment each
A1038819758,Install Plumbing [B2_A_L4_Interior],,Interior Work Hospital,Install Plumbing,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Plumbing Crew,1,3,11/15/2021 9:00,11/17/2021 17:00,24,56,A24814563,72,12/24/2021,12/28/2021,No,0,232,A24814563,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1957503390,Layout & Top Track [B2_C_L3_Interior],,Interior Work Hospital,Layout & Top Track,B2_C_L3_Interior,a8535a4c-5774-4752-a40d-aeb8807a46f4,I_Carpenter Crew,1,3,11/15/2021 9:00,11/17/2021 17:00,24,56,,72,11/15/2021,11/17/2021,Yes,0,0,A24814563,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A2086309186,Strip Forms [B1_C_L6_Stair],,Concrete Stair,Strip Forms,B1_C_L6_Stair,6c5b08bf-cfe6-47e5-b362-ede0184468a1,C_Carpenter Crew,1,3,11/16/2021 9:00,11/16/2021 17:00,8,8,A1638431904,24,9/9/2022,9/9/2022,No,8,1704,,,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1728801861,Rebar [PO_B_L0_Floor],,SOG,Rebar,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Steel Crew,1,3,11/17/2021 9:00,11/22/2021 17:00,32,128,A1800250710,96,7/11/2022,7/14/2022,No,0,1344,A2084375898,Crew,Concrete Sub,Concrete Sub,,0,218474.1432,0,0,0,0,,,,,,,,,254291.0404,300,0,9600,0,244691.0404,1 Crew  and Equipment each
A245257896,Pour Concrete [B1_C_L4_Stair],,Concrete Stair,Pour Concrete,B1_C_L4_Stair,c6d8750b-08f8-43b5-97a0-bf113d45951f,C_Concrete Crew,1,3,11/17/2021 9:00,11/17/2021 17:00,8,8,A2084375898,24,9/9/2022,9/9/2022,No,0,1696,A2084375898,Precedence,Concrete Sub,Concrete Sub,,0,0,1,323.1690675,323.1690675,0,,,,,,,,,8177.429871,300,500,2400,4000,1777.429871,1 Crew  and Equipment each
A890567310,Cure [B1_C_L4_Stair],,Concrete Stair,Cure,B1_C_L4_Stair,c6d8750b-08f8-43b5-97a0-bf113d45951f,,0,0,11/17/2021 17:00,11/20/2021 17:00,72,72,A245257896FaS,0,9/13/2022,9/16/2022,No,88,7192,A245257896,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A1354668881,Pour Concrete Seg. 4 [PO_A_L0_Floor],,SOG,Pour Concrete Seg. 4,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Carpenter Crew,1,3,11/18/2021 9:00,11/18/2021 17:00,8,8,A1505385989,24,9/12/2022,9/12/2022,No,0,1696,"A245257896, A245257896","Material, Equipment",Concrete Sub,Concrete Sub,,0,0,1,8973.065378,8973.065378,0,,,,,,,,,55751.85958,300,500,2400,4000,49351.85958,1 Crew  and Equipment each
A1673290989,Gas Piping [B2_C_L3_Interior],,Interior Work Hospital,Gas Piping,B2_C_L3_Interior,a8535a4c-5774-4752-a40d-aeb8807a46f4,I_Plumbing Crew,1,3,11/18/2021 9:00,11/22/2021 17:00,24,104,A1957503390,72,12/29/2021,12/31/2021,No,40,232,"A1038819758, A1957503390","Crew, Precedence",Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1342933035,Interior Framing [B2_A_L5_Interior],,Interior Work Hospital,Interior Framing,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Carpenter Crew,1,3,11/18/2021 9:00,11/29/2021 17:00,64,272,"A538372379,A1129338025,A42730439",192,11/18/2021,11/29/2021,Yes,0,0,A1957503390,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,25600,400,0,25600,0,0,1 Crew  and Equipment each
A660871301,Cure SOG [PO_A_L0_Floor],,SOG,Cure SOG,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,,0,0,11/18/2021 17:00,11/21/2021 17:00,72,72,"A1354668881,A1185243224",0,10/29/2022,11/1/2022,No,8280,8280,A1354668881,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A2009208070,Install Health Equipment [B2_A_L4_Interior],,Interior Work Hospital,Install Health Equipment,B2_A_L4_Interior,24aecd02-2b5e-43cb-a396-9b29b81263bb,I_Equipment Crew,1,3,11/19/2021 9:00,12/1/2021 17:00,72,296,A406751555,216,3/8/2022,3/18/2022,No,16,616,A406751555,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,36000,500,0,36000,0,0,1 Crew  and Equipment each
A1169137310,Set Up Forms [B1_C_L5_Stair],,Concrete Stair,Set Up Forms,B1_C_L5_Stair,a9aa5418-8e96-4586-87cb-5d0a26b3284b,C_Carpenter Crew,1,3,11/19/2021 9:00,11/22/2021 17:00,16,80,,48,9/13/2022,9/14/2022,No,0,1696,A1354668881,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A491034800,Sprinklers [B2_C_L2_Interior],,Interior Work Hospital,Sprinklers,B2_C_L2_Interior,bbb99b52-3fd7-4d16-bb42-2845b1204f81,I_Fire Crew,1,3,11/22/2021 9:00,12/2/2021 17:00,72,248,A1270889141,216,11/22/2021,12/2/2021,Yes,0,0,A1258112067,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,400,0,28800,0,0,1 Crew  and Equipment each
A1881378226,Form Slab Edges [PO_B_L0_Floor],,SOG,Form Slab Edges,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Carpenter Crew,1,3,11/23/2021 9:00,11/23/2021 17:00,8,8,A1728801861,24,9/15/2022,9/15/2022,No,0,1696,"A1169137310, A1728801861","Crew, Precedence",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A31799086,Install Rebar [PO_A_L1_Stair 1],,Concrete Stair,Install Rebar,PO_A_L1_Stair 1,cc05eb42-a946-43e9-a30b-b11c08214c0a,C_Steel Crew,1,3,11/23/2021 9:00,11/25/2021 17:00,24,56,A1900388221,72,7/15/2022,7/19/2022,No,0,1344,A1728801861,Crew,Concrete Sub,Concrete Sub,,0,1513.108784,0,0,0,0,,,,,,,,,8894.681838,300,0,7200,0,1694.681838,1 Crew  and Equipment each
A1338444592,Strip Forms [B1_C_L4_Stair],,Concrete Stair,Strip Forms,B1_C_L4_Stair,c6d8750b-08f8-43b5-97a0-bf113d45951f,C_Carpenter Crew,1,3,11/24/2021 9:00,11/24/2021 17:00,8,8,A890567310,24,9/16/2022,9/16/2022,No,0,1696,A1881378226,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1907690780,Pour Concrete Seg. 1 [PO_B_L0_Floor],,SOG,Pour Concrete Seg. 1,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Concrete Crew,1,3,11/24/2021 9:00,11/24/2021 17:00,8,8,A1881378226,24,9/16/2022,9/16/2022,No,0,1696,A1881378226,Precedence,Concrete Sub,Concrete Sub,,0,0,1,11665.39284,11665.39284,0,,,,,,,,,70559.6606,300,500,2400,4000,64159.6606,1 Crew  and Equipment each
A1047066777,Strip Slab Edges Seg. 1-2 [PO_B_L0_Floor],,SOG,Strip Slab Edges Seg. 1-2,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Carpenter Crew,1,3,11/25/2021 9:00,11/25/2021 17:00,8,8,A1907690780,24,9/19/2022,9/19/2022,No,0,1696,"A1907690780, A1338444592","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1654449832,Pour Concrete Seg. 3 [PO_B_L0_Floor],,SOG,Pour Concrete Seg. 3,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Concrete Crew,1,3,11/25/2021 9:00,11/25/2021 17:00,8,8,A1881378226,24,9/19/2022,9/19/2022,No,0,1696,"A1907690780, A1907690780, A1907690780","Equipment, Material, Crew",Concrete Sub,Concrete Sub,,0,0,1,11665.39284,11665.39284,0,,,,,,,,,70559.6606,300,500,2400,4000,64159.6606,1 Crew  and Equipment each
A1577642386,Install Ductwork [B2_C_L2_Interior],,Interior Work Hospital,Install Ductwork,B2_C_L2_Interior,bbb99b52-3fd7-4d16-bb42-2845b1204f81,I_HVAC Crew,1,3,11/25/2021 9:00,12/7/2021 17:00,72,296,A1270889141,216,12/3/2021,12/15/2021,No,0,48,A885025961,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,28800,400,0,28800,0,0,1 Crew  and Equipment each
A748184933,Strip Slab Edges Seg. 3-2 & 3-4 [PO_B_L0_Floor],,SOG,Strip Slab Edges Seg. 3-2 & 3-4,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Carpenter Crew,1,3,11/26/2021 9:00,11/26/2021 17:00,8,8,A1654449832,24,9/20/2022,9/20/2022,No,0,1696,"A1654449832, A1047066777","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A637061118,Install Rebar [B2_A_L3_Stair],,Concrete Stair,Install Rebar,B2_A_L3_Stair,3671e74f-fd40-4a36-8516-af0d12d6fcb1,C_Steel Crew,1,3,11/26/2021 9:00,11/30/2021 17:00,24,104,A358166605,72,7/20/2022,7/22/2022,No,0,1344,A31799086,Crew,Concrete Sub,Concrete Sub,,0,1426.873773,0,0,0,0,,,,,,,,,8798.098626,300,0,7200,0,1598.098626,1 Crew  and Equipment each
A340164732,Pour Concrete [PO_A_L1_Stair 1],,Concrete Stair,Pour Concrete,PO_A_L1_Stair 1,cc05eb42-a946-43e9-a30b-b11c08214c0a,C_Concrete Crew,1,3,11/26/2021 9:00,11/26/2021 17:00,8,8,A31799086,24,9/20/2022,9/20/2022,No,0,1696,"A1654449832, A1654449832, A31799086, A1654449832","Equipment, Material, Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,1,323.1688311,323.1688311,0,,,,,,,,,8177.428571,300,500,2400,4000,1777.428571,1 Crew  and Equipment each
A985474146,Cure [PO_A_L1_Stair 1],,Concrete Stair,Cure,PO_A_L1_Stair 1,cc05eb42-a946-43e9-a30b-b11c08214c0a,,0,0,11/26/2021 17:00,11/29/2021 17:00,72,72,A340164732FaS,0,9/25/2022,9/28/2022,No,40,7264,A340164732,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A428042168,Pour Concrete Seg. 2 [PO_B_L0_Floor],,SOG,Pour Concrete Seg. 2,PO_B_L0_Floor,738e023b-cdcb-4c0b-9523-eadc19e8b68f,C_Concrete Crew,1,3,11/29/2021 9:00,11/29/2021 17:00,8,8,"A748184933,A1047066777",24,9/21/2022,9/21/2022,No,0,1696,"A340164732, A340164732, A340164732, A748184933","Crew, Equipment, Material, Precedence",Concrete Sub,Concrete Sub,,0,0,1,11665.39284,11665.39284,0,,,,,,,,,70559.6606,300,500,2400,4000,64159.6606,1 Crew  and Equipment each
A2147027335,Layout & Top Track [B2_B_L3_Interior],,Interior Work Hospital,Layout & Top Track,B2_B_L3_Interior,19695492-1808-4b69-b8b7-fabe3d18c1ab,I_Carpenter Crew,1,3,11/30/2021 9:00,12/2/2021 17:00,24,56,,72,11/30/2021,12/2/2021,Yes,0,0,A1342933035,Crew,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A209454582,Install Plumbing [B2_A_L5_Interior],,Interior Work Hospital,Install Plumbing,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Plumbing Crew,1,3,11/30/2021 9:00,12/2/2021 17:00,24,56,A1342933035,72,1/3/2022,1/5/2022,No,0,192,A1342933035,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,9600,400,0,9600,0,0,1 Crew  and Equipment each
A1724870027,Install Electricals [B2_A_L5_Interior],,Interior Work Hospital,Install Electricals,B2_A_L5_Interior,0b06147d-5e72-48b7-86cf-9051ad18d9da,I_Electrical Crew,1,3,11/30/2021 9:00,12/3/2021 17:00,32,80,A1342933035,96,3/15/2022,3/18/2022,No,0,600,A1342933035,Precedence,Interior Sub,Interior,,0,0,0,0,0,0,,,,,,,9,3,12800,400,0,12800,0,0,1 Crew  and Equipment each
